,date,state,death,hospitalized,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,positiveIncrease,recovered,totalTestsViral
341,2021-03-01,CA,52194.0,,5409.0,1518.0,,3516,,48712676.0
342,2021-03-01,CO,5952.0,23550.0,427.0,,,1536,,
343,2021-03-01,CT,7651.0,,417.0,,,2680,,6403426.0
344,2021-03-01,DC,1019.0,,168.0,46.0,25.0,86,29019.0,
345,2021-03-01,DE,1422.0,,151.0,23.0,,281,,
346,2021-03-01,FL,31556.0,80659.0,3686.0,,,1664,,19078033.0
347,2021-03-01,GA,17376.0,56089.0,2348.0,,,2139,,7215169.0
348,2021-03-01,GU,131.0,,3.0,2.0,1.0,1,7564.0,117392.0
349,2021-03-01,HI,439.0,2214.0,31.0,3.0,3.0,29,,
350,2021-03-01,IA,5472.0,,197.0,48.0,15.0,240,315443.0,2711184.0
351,2021-03-01,ID,1860.0,7076.0,162.0,35.0,,0,94230.0,1083384.0
352,2021-03-01,IL,22759.0,,1288.0,308.0,148.0,1143,,18178487.0
353,2021-03-01,IN,12595.0,42815.0,763.0,124.0,66.0,540,,8035726.0
354,2021-03-01,KS,4743.0,9290.0,165.0,43.0,16.0,639,,2485181.0
355,2021-03-01,KY,4652.0,19143.0,719.0,180.0,82.0,504,47592.0,3919142.0
356,2021-03-01,LA,9628.0,,629.0,,91.0,404,408463.0,5525247.0
357,2021-03-01,MA,16144.0,19444.0,788.0,184.0,119.0,1395,494740.0,16261930.0
358,2021-03-01,MD,7879.0,35069.0,904.0,235.0,,603,9669.0,7906291.0
359,2021-03-01,ME,703.0,1529.0,62.0,20.0,8.0,128,12805.0,1600443.0
360,2021-03-01,MI,16519.0,,893.0,226.0,103.0,1865,541258.0,10436278.0
361,2021-03-01,MN,6486.0,25727.0,230.0,47.0,,636,471647.0,
362,2021-03-01,MO,7919.0,,1066.0,212.0,125.0,192,,4490001.0
363,2021-03-01,MP,2.0,4.0,,,,0,29.0,26131.0
364,2021-03-01,MS,6681.0,9012.0,455.0,111.0,65.0,199,273437.0,1642348.0
365,2021-03-01,MT,1357.0,4584.0,68.0,13.0,6.0,49,97037.0,1079671.0
366,2021-03-01,NC,11254.0,,1319.0,333.0,,3622,,9525274.0
367,2021-03-01,ND,1475.0,3871.0,25.0,3.0,,43,97836.0,1516683.0
368,2021-03-01,NE,2082.0,6106.0,158.0,,,98,155333.0,2373731.0
369,2021-03-01,NH,1170.0,1118.0,90.0,,,164,72055.0,1461579.0
370,2021-03-01,NJ,23273.0,63777.0,1865.0,387.0,226.0,3140,,10567646.0
371,2021-03-01,NM,3729.0,13127.0,186.0,,,165,147446.0,2699792.0
372,2021-03-01,NV,4957.0,,464.0,105.0,56.0,226,,
373,2021-03-01,NY,38577.0,,5307.0,1065.0,741.0,6235,,
374,2021-03-01,OH,17346.0,50382.0,1181.0,295.0,224.0,1425,911474.0,10056602.0
375,2021-03-01,OK,4478.0,23995.0,484.0,150.0,,380,407665.0,3483450.0
376,2021-03-01,OR,2208.0,8570.0,177.0,35.0,16.0,282,,3564120.0
377,2021-03-01,PA,24026.0,,1715.0,366.0,203.0,1628,849275.0,
378,2021-03-01,PR,2037.0,,155.0,23.0,23.0,287,90891.0,415664.0
379,2021-03-01,RI,2517.0,8947.0,162.0,28.0,18.0,152,,
380,2021-03-01,SC,8562.0,20406.0,725.0,194.0,88.0,1153,230793.0,4980325.0
381,2021-03-01,SD,1888.0,6632.0,92.0,15.0,7.0,43,108664.0,692321.0
382,2021-03-01,TN,11421.0,18620.0,1009.0,257.0,127.0,689,750755.0,6789970.0
383,2021-03-01,TX,42995.0,,5611.0,1747.0,,3821,2429453.0,19595211.0
384,2021-03-01,UT,1940.0,14724.0,238.0,89.0,,257,352814.0,2859188.0
385,2021-03-01,VA,8783.0,24158.0,1321.0,295.0,196.0,1124,,
386,2021-03-01,VI,25.0,,,,,0,2511.0,
387,2021-03-01,VT,205.0,,29.0,8.0,,86,12626.0,1076259.0
388,2021-03-01,WA,4956.0,19319.0,498.0,135.0,58.0,0,,
389,2021-03-01,WI,7014.0,26158.0,287.0,73.0,,333,550280.0,
390,2021-03-01,WV,2300.0,,225.0,59.0,30.0,193,122751.0,2181927.0
391,2021-03-01,WY,671.0,1384.0,28.0,,,77,53248.0,640594.0
392,2021-02-28,AK,290.0,1277.0,43.0,,5.0,0,,1679675.0
393,2021-02-28,AL,9929.0,45428.0,657.0,,,569,285130.0,
394,2021-02-28,AR,5243.0,14763.0,455.0,183.0,85.0,3220,312758.0,2695887.0
395,2021-02-28,AS,0.0,,,,,0,,2140.0
396,2021-02-28,AZ,15980.0,57599.0,1251.0,402.0,210.0,1075,,7663423.0
397,2021-02-28,CA,51979.0,,5674.0,1585.0,,4685,,48469106.0
398,2021-02-28,CO,5951.0,23476.0,404.0,,,841,,
399,2021-02-28,CT,7622.0,,451.0,,,0,,6299277.0
400,2021-02-28,DC,1017.0,,163.0,45.0,26.0,120,28881.0,
401,2021-02-28,DE,1422.0,,142.0,22.0,,282,,
402,2021-02-28,FL,31406.0,80572.0,3679.0,,,5385,,19055118.0
403,2021-02-28,GA,17295.0,56039.0,2341.0,,,2334,,7201974.0
404,2021-02-28,GU,131.0,,4.0,1.0,1.0,1,7564.0,117392.0
405,2021-02-28,HI,439.0,2214.0,30.0,3.0,3.0,56,,
406,2021-02-28,IA,5471.0,,196.0,50.0,19.0,295,315134.0,2706509.0
407,2021-02-28,ID,1860.0,7076.0,162.0,35.0,,233,94230.0,1083384.0
408,2021-02-28,IL,22735.0,,1265.0,303.0,150.0,1249,,18136253.0
409,2021-02-28,IN,12573.0,42775.0,778.0,116.0,67.0,731,,8021430.0
410,2021-02-28,KS,4735.0,9249.0,258.0,63.0,29.0,0,,2468690.0
411,2021-02-28,KY,4637.0,19101.0,732.0,187.0,118.0,675,47544.0,3904567.0
412,2021-02-28,LA,9608.0,,630.0,,91.0,1508,408463.0,5517015.0
413,2021-02-28,MA,16118.0,19444.0,760.0,183.0,124.0,1468,494740.0,16208091.0
414,2021-02-28,MD,7869.0,35000.0,868.0,240.0,,827,9667.0,7887028.0
415,2021-02-28,ME,703.0,1527.0,72.0,24.0,8.0,142,12800.0,1597098.0
416,2021-02-28,MI,16508.0,,841.0,195.0,93.0,0,541258.0,10387891.0
417,2021-02-28,MN,6483.0,25719.0,263.0,60.0,,804,470819.0,
418,2021-02-28,MO,7919.0,,1172.0,229.0,136.0,274,,4482293.0
419,2021-02-28,MP,2.0,4.0,,,,0,29.0,26131.0
420,2021-02-28,MS,6681.0,9012.0,492.0,114.0,69.0,704,273437.0,1617180.0
421,2021-02-28,MT,1357.0,4581.0,68.0,13.0,6.0,117,96982.0,1077988.0
422,2021-02-28,NC,11212.0,,1414.0,348.0,,0,,9499985.0
423,2021-02-28,ND,1472.0,3867.0,21.0,3.0,,29,97759.0,1515035.0
424,2021-02-28,NE,2082.0,6102.0,151.0,,,167,154909.0,2371202.0
425,2021-02-28,NH,1170.0,1118.0,87.0,,,258,71722.0,1458750.0
426,2021-02-28,NJ,23252.0,63713.0,1849.0,393.0,229.0,2389,,10567646.0
427,2021-02-28,NM,3716.0,13108.0,192.0,,,244,146013.0,2693461.0
428,2021-02-28,NV,4957.0,,491.0,115.0,67.0,266,,
429,2021-02-28,NY,38497.0,,5259.0,1083.0,728.0,7580,,
430,2021-02-28,OH,17297.0,50279.0,1149.0,316.0,203.0,1268,909524.0,10030523.0
431,2021-02-28,OK,4428.0,23985.0,484.0,150.0,,706,407312.0,3471392.0
432,2021-02-28,OR,2208.0,8570.0,177.0,35.0,16.0,437,,3564120.0
433,2021-02-28,PA,24021.0,,1720.0,374.0,211.0,1945,836727.0,
434,2021-02-28,PR,2036.0,,150.0,25.0,20.0,253,90896.0,415664.0
435,2021-02-28,RI,2514.0,8900.0,168.0,34.0,19.0,343,,
436,2021-02-28,SC,8530.0,20387.0,769.0,203.0,97.0,1751,230793.0,4955122.0
437,2021-02-28,SD,1888.0,6626.0,89.0,15.0,9.0,134,108606.0,691692.0
438,2021-02-28,TN,11411.0,18605.0,1004.0,255.0,134.0,1117,749863.0,6780861.0
439,2021-02-28,TX,42936.0,,5696.0,1740.0,,3815,2422369.0,19557682.0
440,2021-02-28,UT,1935.0,14695.0,230.0,84.0,,465,352303.0,2853915.0
441,2021-02-28,VA,8552.0,24115.0,1323.0,295.0,180.0,1736,,
442,2021-02-28,VI,25.0,,,,,0,2511.0,
443,2021-02-28,VT,204.0,,26.0,8.0,,100,12532.0,1068299.0
444,2021-02-28,WA,4956.0,19319.0,498.0,135.0,58.0,951,,
445,2021-02-28,WI,7014.0,26127.0,290.0,73.0,,481,549668.0,
446,2021-02-28,WV,2300.0,,239.0,65.0,34.0,275,121797.0,2177597.0
447,2021-02-28,WY,671.0,1382.0,25.0,,,44,53132.0,636716.0
448,2021-02-27,AK,290.0,1277.0,43.0,,5.0,0,,1679675.0
449,2021-02-27,AL,9930.0,45428.0,622.0,,,834,285130.0,
450,2021-02-27,AR,5417.0,14763.0,475.0,172.0,97.0,557,309268.0,2641892.0
451,2021-02-27,AS,0.0,,,,,0,,2140.0
452,2021-02-27,AZ,15967.0,57508.0,1317.0,415.0,220.0,1179,,7623393.0
453,2021-02-27,CA,51821.0,,5897.0,1651.0,,5151,,48219490.0
454,2021-02-27,CO,5945.0,23459.0,393.0,,,1264,,
455,2021-02-27,CT,7622.0,,451.0,,,0,,6299277.0
456,2021-02-27,DC,1010.0,,171.0,49.0,26.0,194,28842.0,
457,2021-02-27,DE,1418.0,,159.0,22.0,,419,,
458,2021-02-27,FL,31280.0,80467.0,3728.0,,,5316,,18990710.0
459,2021-02-27,GA,17294.0,55963.0,2405.0,,,3365,,7181994.0
460,2021-02-27,GU,131.0,,4.0,1.0,1.0,1,7564.0,117392.0
461,2021-02-27,HI,439.0,2214.0,30.0,3.0,3.0,104,,
462,2021-02-27,IA,5470.0,,181.0,43.0,18.0,315,314750.0,2701416.0
463,2021-02-27,ID,1859.0,7065.0,162.0,35.0,,312,93975.0,1080708.0
464,2021-02-27,IL,22710.0,,1353.0,312.0,160.0,1780,,18069753.0
465,2021-02-27,IN,12556.0,42736.0,800.0,138.0,73.0,871,,7989954.0
466,2021-02-27,KS,4735.0,9249.0,258.0,63.0,29.0,0,,2468690.0
467,2021-02-27,KY,4625.0,19090.0,765.0,209.0,87.0,1021,47525.0,3904567.0
468,2021-02-27,LA,9587.0,,651.0,,95.0,0,408463.0,5484988.0
469,2021-02-27,MA,16067.0,19444.0,785.0,204.0,139.0,1700,494740.0,16105520.0
470,2021-02-27,MD,7856.0,34927.0,892.0,222.0,,836,9659.0,7848245.0
471,2021-02-27,ME,702.0,1525.0,74.0,24.0,8.0,197,12798.0,1588504.0
472,2021-02-27,MI,16508.0,,841.0,195.0,93.0,1425,541258.0,10387891.0
473,2021-02-27,MN,6475.0,25714.0,263.0,60.0,,812,469959.0,
474,2021-02-27,MO,7920.0,,1209.0,238.0,150.0,478,,4472822.0
475,2021-02-27,MP,2.0,4.0,,,,0,29.0,26131.0
476,2021-02-27,MS,6669.0,9012.0,492.0,114.0,69.0,549,273437.0,1617180.0
477,2021-02-27,MT,1356.0,4579.0,68.0,13.0,6.0,224,96724.0,1074437.0
478,2021-02-27,NC,11212.0,,1414.0,348.0,,2643,,9463409.0
479,2021-02-27,ND,1472.0,3866.0,21.0,3.0,,69,97678.0,1514345.0
480,2021-02-27,NE,2082.0,6099.0,154.0,,,278,154339.0,2366126.0
481,2021-02-27,NH,1170.0,1114.0,93.0,,,273,71324.0,1451685.0
482,2021-02-27,NJ,23238.0,63664.0,1919.0,404.0,248.0,4134,,10567646.0
483,2021-02-27,NM,3700.0,13097.0,227.0,,,152,143774.0,2681383.0
484,2021-02-27,NV,4957.0,,491.0,115.0,67.0,459,,
485,2021-02-27,NY,38407.0,,5445.0,1121.0,753.0,8141,,
486,2021-02-27,OH,17237.0,50197.0,1204.0,313.0,201.0,1774,907410.0,9994327.0
487,2021-02-27,OK,4379.0,23909.0,484.0,150.0,,779,406494.0,3471392.0
488,2021-02-27,OR,2206.0,8570.0,177.0,35.0,16.0,324,,3564120.0
489,2021-02-27,PA,23937.0,,1785.0,386.0,209.0,3361,836727.0,
490,2021-02-27,PR,2032.0,,174.0,30.0,19.0,184,90738.0,415664.0
491,2021-02-27,RI,2512.0,8900.0,168.0,34.0,19.0,471,,
492,2021-02-27,SC,8498.0,20340.0,865.0,221.0,109.0,1777,230793.0,4928345.0
493,2021-02-27,SD,1886.0,6610.0,91.0,22.0,10.0,186,108497.0,690339.0
494,2021-02-27,TN,11393.0,18586.0,1038.0,251.0,124.0,1374,748739.0,6769438.0
495,2021-02-27,TX,42739.0,,5912.0,1813.0,,11073,2417585.0,19488683.0
496,2021-02-27,UT,1929.0,14664.0,252.0,89.0,,686,351396.0,2847706.0
497,2021-02-27,VA,8382.0,24091.0,1374.0,303.0,185.0,1675,,
498,2021-02-27,VI,25.0,,,,,10,2511.0,
499,2021-02-27,VT,204.0,,30.0,4.0,,135,12436.0,1059706.0
500,2021-02-27,WA,4956.0,19275.0,498.0,135.0,59.0,1169,,
501,2021-02-27,WI,7014.0,26088.0,304.0,89.0,,868,548884.0,
502,2021-02-27,WV,2297.0,,237.0,65.0,37.0,346,121797.0,2166580.0
503,2021-02-27,WY,671.0,1381.0,25.0,,,0,52998.0,636716.0
504,2021-02-26,AK,290.0,1277.0,43.0,,5.0,103,,1679675.0
505,2021-02-26,AL,9869.0,45428.0,691.0,,,739,285130.0,
506,2021-02-26,AR,5407.0,14747.0,504.0,184.0,98.0,516,308725.0,2634339.0
507,2021-02-26,AS,0.0,,,,,0,,2140.0
508,2021-02-26,AZ,15897.0,57460.0,1354.0,419.0,225.0,1621,,7596552.0
509,2021-02-26,CA,51382.0,,6152.0,1725.0,,5400,,47995576.0
510,2021-02-26,CO,5940.0,23438.0,409.0,,,1521,,
511,2021-02-26,CT,7622.0,,451.0,,,787,,6299277.0
512,2021-02-26,DC,1009.0,,179.0,50.0,24.0,162,28757.0,
513,2021-02-26,DE,1418.0,,156.0,26.0,,297,,
514,2021-02-26,FL,31162.0,80238.0,3864.0,,,5783,,18922497.0
515,2021-02-26,GA,17219.0,55778.0,2476.0,,,3434,,7153524.0
516,2021-02-26,GU,130.0,,4.0,1.0,1.0,4,7564.0,117392.0
517,2021-02-26,HI,437.0,2214.0,30.0,3.0,3.0,78,,
518,2021-02-26,IA,5463.0,,196.0,46.0,18.0,546,313771.0,2695742.0
519,2021-02-26,ID,1850.0,7057.0,143.0,38.0,,306,93679.0,1075256.0
520,2021-02-26,IL,22675.0,,1393.0,336.0,174.0,2441,,17988085.0
521,2021-02-26,IN,12531.0,42708.0,781.0,151.0,79.0,944,,7942952.0
522,2021-02-26,KS,4735.0,9249.0,258.0,63.0,29.0,826,,2468690.0
523,2021-02-26,KY,4600.0,18981.0,818.0,218.0,105.0,1176,47391.0,3891701.0
524,2021-02-26,LA,9587.0,,651.0,,95.0,903,408463.0,5484988.0
525,2021-02-26,MA,16024.0,19444.0,807.0,211.0,137.0,1987,494740.0,15997259.0
526,2021-02-26,MD,7838.0,34848.0,943.0,245.0,,970,9643.0,7804095.0
527,2021-02-26,ME,701.0,1519.0,68.0,23.0,9.0,178,12794.0,1579975.0
528,2021-02-26,MI,16438.0,,841.0,195.0,93.0,1257,529080.0,10350910.0
529,2021-02-26,MN,6462.0,25683.0,263.0,60.0,,1147,469149.0,
530,2021-02-26,MO,7913.0,,1214.0,238.0,156.0,394,,4459175.0
531,2021-02-26,MP,2.0,4.0,,,,0,29.0,26131.0
532,2021-02-26,MS,6638.0,9012.0,522.0,120.0,70.0,731,273437.0,1617180.0
533,2021-02-26,MT,1354.0,4571.0,76.0,14.0,7.0,168,96362.0,1069964.0
534,2021-02-26,NC,11186.0,,1465.0,367.0,,2924,,9422466.0
535,2021-02-26,ND,1472.0,3864.0,21.0,2.0,,90,97562.0,1511734.0
536,2021-02-26,NE,2078.0,6088.0,166.0,,,297,153937.0,2356795.0
537,2021-02-26,NH,1167.0,1109.0,95.0,,,325,70899.0,1436668.0
538,2021-02-26,NJ,23192.0,63560.0,2008.0,439.0,270.0,3870,,10503667.0
539,2021-02-26,NM,3685.0,13079.0,226.0,,,656,141833.0,2669565.0
540,2021-02-26,NV,4942.0,,509.0,118.0,72.0,399,,
541,2021-02-26,NY,38321.0,,5626.0,1132.0,771.0,8204,,
542,2021-02-26,OH,17183.0,50118.0,1235.0,308.0,214.0,1976,904270.0,9940287.0
543,2021-02-26,OK,4320.0,23879.0,526.0,150.0,,867,405367.0,3474706.0
544,2021-02-26,OR,2204.0,8551.0,181.0,40.0,13.0,492,,3546317.0
545,2021-02-26,PA,23937.0,,1897.0,403.0,218.0,3346,833702.0,
546,2021-02-26,PR,2023.0,,169.0,28.0,24.0,241,90491.0,415664.0
547,2021-02-26,RI,2502.0,8900.0,168.0,34.0,19.0,437,,
548,2021-02-26,SC,8477.0,20275.0,916.0,212.0,113.0,1749,230793.0,4894843.0
549,2021-02-26,SD,1879.0,6591.0,96.0,21.0,8.0,143,108284.0,688675.0
550,2021-02-26,TN,11377.0,18553.0,1432.0,271.0,134.0,1573,746954.0,6753759.0
551,2021-02-26,TX,42575.0,,6185.0,1839.0,,7955,2393568.0,19426513.0
552,2021-02-26,UT,1907.0,14628.0,254.0,94.0,,651,350198.0,2838991.0
553,2021-02-26,VA,8197.0,23978.0,1481.0,313.0,187.0,1657,,
554,2021-02-26,VI,25.0,,,,,13,2501.0,
555,2021-02-26,VT,204.0,,25.0,10.0,,123,12286.0,1049205.0
556,2021-02-26,WA,4942.0,19224.0,548.0,168.0,62.0,1088,,
557,2021-02-26,WI,6999.0,26013.0,304.0,89.0,,793,548040.0,
558,2021-02-26,WV,2291.0,,267.0,62.0,33.0,421,121143.0,2157856.0
559,2021-02-26,WY,671.0,1381.0,25.0,,,148,52998.0,636716.0
560,2021-02-25,AK,290.0,1271.0,45.0,,5.0,150,,1671043.0
561,2021-02-25,AL,9831.0,45312.0,722.0,,,890,285130.0,
562,2021-02-25,AR,5397.0,14714.0,522.0,204.0,108.0,726,307978.0,2627733.0
563,2021-02-25,AS,0.0,,,,,0,,2140.0
564,2021-02-25,AZ,15814.0,57390.0,1385.0,415.0,241.0,939,,7549777.0
565,2021-02-25,CA,50991.0,,6520.0,1783.0,,4965,,47814160.0
566,2021-02-25,CO,5925.0,23385.0,412.0,,,1119,,
567,2021-02-25,CT,7614.0,,485.0,,,975,,6267131.0
568,2021-02-25,DC,1005.0,,205.0,55.0,26.0,179,28679.0,
569,2021-02-25,DE,1406.0,,164.0,26.0,,295,,
570,2021-02-25,FL,31018.0,79956.0,3957.0,,,6519,,18846515.0
571,2021-02-25,GA,17199.0,55604.0,2583.0,,,3327,,7125751.0
572,2021-02-25,GU,130.0,,4.0,1.0,1.0,1,7559.0,117056.0
573,2021-02-25,HI,435.0,2209.0,34.0,5.0,5.0,38,,
574,2021-02-25,IA,5438.0,,227.0,55.0,22.0,473,312817.0,2687335.0
575,2021-02-25,ID,1840.0,7044.0,143.0,38.0,,423,93252.0,1070527.0
576,2021-02-25,IL,22607.0,,1463.0,334.0,168.0,1884,,17895829.0
577,2021-02-25,IN,12494.0,42672.0,889.0,147.0,80.0,1084,,7902509.0
578,2021-02-25,KS,4724.0,9189.0,214.0,52.0,22.0,0,,2438740.0
579,2021-02-25,KY,4570.0,18888.0,843.0,220.0,122.0,1443,47259.0,3878912.0
580,2021-02-25,LA,9561.0,,679.0,,100.0,764,408463.0,5461626.0
581,2021-02-25,MA,15978.0,19444.0,853.0,221.0,142.0,2108,494740.0,15894675.0
582,2021-02-25,MD,7805.0,34759.0,952.0,243.0,,976,9635.0,7755974.0
583,2021-02-25,ME,701.0,1521.0,67.0,22.0,8.0,217,12786.0,1567428.0
584,2021-02-25,MI,16436.0,,821.0,186.0,86.0,1598,529080.0,10308944.0
585,2021-02-25,MN,6450.0,25625.0,265.0,50.0,,986,468498.0,
586,2021-02-25,MO,7902.0,,1202.0,257.0,163.0,727,,4445341.0
587,2021-02-25,MP,2.0,4.0,,,,0,29.0,26131.0
588,2021-02-25,MS,6613.0,9012.0,534.0,130.0,76.0,920,273437.0,1617180.0
589,2021-02-25,MT,1350.0,4567.0,75.0,15.0,6.0,203,96178.0,1063419.0
590,2021-02-25,NC,11137.0,,1498.0,373.0,,3351,,9361775.0
591,2021-02-25,ND,1471.0,3863.0,25.0,4.0,,90,97474.0,1505995.0
592,2021-02-25,NE,2063.0,6082.0,160.0,,,324,153753.0,2347453.0
593,2021-02-25,NH,1163.0,1106.0,97.0,,,310,70547.0,1436668.0
594,2021-02-25,NJ,23147.0,63441.0,2032.0,438.0,268.0,3577,,10448986.0
595,2021-02-25,NM,3671.0,13054.0,245.0,,,299,139593.0,2652210.0
596,2021-02-25,NV,4933.0,,532.0,116.0,71.0,571,,
597,2021-02-25,NY,38227.0,,5703.0,1124.0,774.0,8746,,
598,2021-02-25,OH,17125.0,49951.0,1262.0,338.0,215.0,2409,901025.0,9894516.0
599,2021-02-25,OK,4302.0,23813.0,491.0,145.0,,1146,404310.0,3429181.0
600,2021-02-25,OR,2194.0,8528.0,191.0,49.0,24.0,417,,3526219.0
601,2021-02-25,PA,23868.0,,1962.0,421.0,229.0,2356,830691.0,
602,2021-02-25,PR,2016.0,,184.0,35.0,28.0,100,90223.0,415664.0
603,2021-02-25,RI,2496.0,8875.0,163.0,34.0,17.0,467,,
604,2021-02-25,SC,8443.0,20195.0,939.0,223.0,128.0,2502,230793.0,4861963.0
605,2021-02-25,SD,1872.0,6589.0,100.0,20.0,12.0,156,108144.0,686758.0
606,2021-02-25,TN,11321.0,18506.0,1139.0,286.0,137.0,1994,745200.0,6735104.0
607,2021-02-25,TX,42285.0,,6724.0,2061.0,,7389,2380295.0,19357913.0
608,2021-02-25,UT,1890.0,14597.0,248.0,87.0,,832,348982.0,2829905.0
609,2021-02-25,VA,7963.0,23871.0,1488.0,303.0,183.0,2036,,
610,2021-02-25,VI,25.0,,,,,10,2497.0,
611,2021-02-25,VT,203.0,,30.0,11.0,,72,12135.0,1033554.0
612,2021-02-25,WA,4912.0,19211.0,534.0,152.0,60.0,872,,
613,2021-02-25,WI,6994.0,25954.0,355.0,93.0,,965,547168.0,
614,2021-02-25,WV,2290.0,,282.0,74.0,40.0,431,120503.0,2147188.0
615,2021-02-25,WY,671.0,1377.0,20.0,,,214,52879.0,633626.0
616,2021-02-24,AK,290.0,1260.0,46.0,,4.0,176,,1662156.0
617,2021-02-24,AL,9744.0,45250.0,773.0,,,1247,275245.0,
618,2021-02-24,AR,5387.0,14649.0,545.0,204.0,99.0,803,307306.0,2618676.0
619,2021-02-24,AS,0.0,,,,,0,,2140.0
620,2021-02-24,AZ,15693.0,57156.0,1449.0,430.0,253.0,1310,,7512395.0
621,2021-02-24,CA,49877.0,,6764.0,1842.0,,5303,,47652172.0
622,2021-02-24,CO,5917.0,23349.0,427.0,,,1168,,
623,2021-02-24,CT,7595.0,,495.0,,,1493,,6227431.0
624,2021-02-24,DC,1001.0,,211.0,57.0,31.0,99,28532.0,
625,2021-02-24,DE,1402.0,,182.0,27.0,,278,,
626,2021-02-24,FL,30878.0,79675.0,4077.0,,,6923,,18763395.0
627,2021-02-24,GA,17064.0,55394.0,2615.0,,,3240,,7096779.0
628,2021-02-24,GU,130.0,,6.0,2.0,2.0,2,7555.0,116684.0
629,2021-02-24,HI,435.0,2204.0,37.0,6.0,6.0,50,,
630,2021-02-24,IA,5415.0,,233.0,57.0,23.0,589,311666.0,2677457.0
631,2021-02-24,ID,1840.0,7033.0,110.0,25.0,,282,92859.0,1066095.0
632,2021-02-24,IL,22575.0,,1511.0,338.0,172.0,2022,,17804537.0
633,2021-02-24,IN,12467.0,42635.0,886.0,158.0,79.0,1006,,7856992.0
634,2021-02-24,KS,4724.0,9189.0,214.0,52.0,22.0,1122,,2438740.0
635,2021-02-24,KY,4527.0,18859.0,883.0,228.0,112.0,1294,47225.0,3862877.0
636,2021-02-24,LA,9528.0,,687.0,,102.0,877,408463.0,5408554.0
637,2021-02-24,MA,15945.0,19444.0,875.0,219.0,151.0,2102,477796.0,15776531.0
638,2021-02-24,MD,7789.0,34672.0,960.0,249.0,,862,9626.0,7718790.0
639,2021-02-24,ME,677.0,1515.0,74.0,25.0,7.0,164,12779.0,1556092.0
640,2021-02-24,MI,16389.0,,855.0,200.0,86.0,1558,529080.0,10258784.0
641,2021-02-24,MN,6443.0,25579.0,292.0,59.0,,754,467969.0,
642,2021-02-24,MO,7894.0,,1182.0,244.0,161.0,560,,4422930.0
643,2021-02-24,MP,2.0,4.0,,,,0,29.0,26131.0
644,2021-02-24,MS,6605.0,9012.0,554.0,141.0,90.0,669,273437.0,1617180.0
645,2021-02-24,MT,1348.0,4559.0,97.0,18.0,12.0,202,96040.0,1056170.0
646,2021-02-24,NC,11074.0,,1530.0,380.0,,3346,,9310743.0
647,2021-02-24,ND,1470.0,3860.0,28.0,5.0,,115,97389.0,1500838.0
648,2021-02-24,NE,2054.0,6059.0,178.0,,,380,153585.0,2335453.0
649,2021-02-24,NH,1157.0,1101.0,103.0,,,335,70318.0,1419496.0
650,2021-02-24,NJ,23077.0,63252.0,2070.0,435.0,273.0,3119,,10402049.0
651,2021-02-24,NM,3658.0,13024.0,251.0,,,446,137250.0,2642422.0
652,2021-02-24,NV,4919.0,,534.0,120.0,78.0,516,,
653,2021-02-24,NY,38135.0,,5876.0,1154.0,800.0,6189,,
654,2021-02-24,OH,17045.0,49788.0,1338.0,356.0,236.0,1842,897425.0,9849578.0
655,2021-02-24,OK,4264.0,23768.0,591.0,161.0,,798,403159.0,3418737.0
656,2021-02-24,OR,2162.0,8496.0,191.0,49.0,24.0,511,,3510691.0
657,2021-02-24,PA,23787.0,,1972.0,433.0,239.0,2786,828570.0,
658,2021-02-24,PR,2007.0,,242.0,46.0,38.0,43,90027.0,415664.0
659,2021-02-24,RI,2487.0,8850.0,168.0,32.0,16.0,456,,
660,2021-02-24,SC,8398.0,20117.0,968.0,231.0,129.0,2132,230793.0,4835120.0
661,2021-02-24,SD,1864.0,6570.0,102.0,17.0,9.0,262,108053.0,685063.0
662,2021-02-24,TN,11266.0,18430.0,1142.0,280.0,148.0,1631,743254.0,6709400.0
663,2021-02-24,TX,41980.0,,6738.0,2063.0,,7517,2368008.0,19303921.0
664,2021-02-24,UT,1879.0,14554.0,252.0,91.0,,812,347721.0,2819300.0
665,2021-02-24,VA,7807.0,23798.0,1564.0,318.0,185.0,1907,,
666,2021-02-24,VI,25.0,,,,,24,2487.0,
667,2021-02-24,VT,201.0,,32.0,10.0,,77,11998.0,1031951.0
668,2021-02-24,WA,4881.0,19160.0,544.0,98.0,58.0,731,,
669,2021-02-24,WI,6936.0,25893.0,347.0,92.0,,841,546408.0,
670,2021-02-24,WV,2285.0,,292.0,74.0,40.0,243,120030.0,2135830.0
671,2021-02-24,WY,671.0,1374.0,25.0,,,44,52679.0,629838.0
672,2021-02-23,AK,290.0,1260.0,38.0,,5.0,53,,1653425.0
673,2021-02-23,AL,9660.0,45250.0,762.0,,,1453,275245.0,
674,2021-02-23,AR,5377.0,14617.0,545.0,204.0,99.0,834,306382.0,2609837.0
675,2021-02-23,AS,0.0,,,,,0,,2140.0
676,2021-02-23,AZ,15650.0,57072.0,1515.0,447.0,266.0,1184,,7478323.0
677,2021-02-23,CA,49563.0,,6908.0,1898.0,,3447,,47513367.0
678,2021-02-23,CO,5907.0,23293.0,447.0,,,1096,,
679,2021-02-23,CT,7572.0,,511.0,,,1357,,6198707.0
680,2021-02-23,DC,998.0,,211.0,57.0,31.0,89,28532.0,
681,2021-02-23,DE,1379.0,,181.0,27.0,,138,,
