,date,state,death,hospitalized,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,positiveIncrease,recovered,totalTestsViral
1290,2021-02-12,AR,5212.0,14278.0,712.0,258.0,123.0,565,293796.0,2569944.0
1291,2021-02-12,AS,0.0,,,,,0,,2140.0
1292,2021-02-12,AZ,14834.0,55413.0,2396.0,705.0,466.0,2426,,7140917.0
1293,2021-02-12,CA,46002.0,,10505.0,2930.0,,10059,,45125441.0
1294,2021-02-12,CO,5790.0,22703.0,470.0,,,2091,,
1295,2021-02-12,CT,7381.0,,674.0,,,838,,5897899.0
1296,2021-02-12,DC,976.0,,207.0,57.0,32.0,137,27473.0,
1297,2021-02-12,DE,1269.0,,247.0,23.0,,388,,
1298,2021-02-12,FL,29061.0,76873.0,4825.0,,,7437,,17963576.0
1299,2021-02-12,GA,15708.0,53111.0,3362.0,,,3900,,6792960.0
1300,2021-02-12,GU,130.0,,8.0,4.0,4.0,3,7472.0,112020.0
1301,2021-02-12,HI,425.0,2149.0,40.0,13.0,10.0,90,,
1302,2021-02-12,IA,5223.0,,249.0,59.0,33.0,519,300366.0,2585809.0
1303,2021-02-12,ID,1791.0,6852.0,176.0,37.0,,323,88672.0,1027856.0
1304,2021-02-12,IL,22027.0,,1910.0,437.0,211.0,2598,,17021919.0
1305,2021-02-12,IN,12117.0,41459.0,1178.0,227.0,119.0,1419,,7470213.0
1306,2021-02-12,KS,4364.0,8887.0,348.0,87.0,42.0,1208,,2346453.0
1307,2021-02-12,KY,4253.0,17929.0,1063.0,277.0,154.0,1423,45589.0,3750687.0
1308,2021-02-12,LA,9276.0,,1001.0,,151.0,1170,380673.0,5249558.0
1309,2021-02-12,MA,15358.0,18859.0,1223.0,300.0,180.0,2416,453740.0,14737744.0
1310,2021-02-12,MD,7503.0,33629.0,1225.0,326.0,,1112,9559.0,7388614.0
1311,2021-02-12,ME,643.0,1469.0,102.0,24.0,9.0,201,12619.0,1461272.0
1312,2021-02-12,MI,16027.0,,1024.0,293.0,123.0,1535,498495.0,9904167.0
1313,2021-02-12,MN,6362.0,25047.0,326.0,73.0,,1048,457359.0,
1314,2021-02-12,MO,7442.0,,1466.0,328.0,208.0,884,,4311062.0
1315,2021-02-12,MP,2.0,4.0,,,,1,29.0,26131.0
1316,2021-02-12,MS,6429.0,8902.0,659.0,168.0,112.0,984,253140.0,1538094.0
1317,2021-02-12,MT,1324.0,4432.0,100.0,23.0,13.0,221,92822.0,1012245.0
1318,2021-02-12,NC,10376.0,,2151.0,506.0,,4128,,8889330.0
1319,2021-02-12,ND,1461.0,3827.0,39.0,5.0,,113,96234.0,1469638.0
1320,2021-02-12,NE,2002.0,5936.0,216.0,,,479,141783.0,2231446.0
1321,2021-02-12,NH,1126.0,1071.0,131.0,,,460,65730.0,1341481.0
1322,2021-02-12,NJ,22393.0,62221.0,2565.0,525.0,336.0,3732,,9927803.0
1323,2021-02-12,NM,3502.0,12634.0,365.0,,,401,117635.0,2512101.0
1324,2021-02-12,NV,4663.0,,847.0,219.0,137.0,636,,
1325,2021-02-12,NY,36882.0,,7068.0,1358.0,941.0,8404,,
1326,2021-02-12,OH,15136.0,48411.0,1799.0,482.0,307.0,3305,851653.0,9524660.0
1327,2021-02-12,OK,3959.0,23085.0,806.0,235.0,,1417,384398.0,3332630.0
1328,2021-02-12,OR,2056.0,8162.0,236.0,54.0,27.0,607,,3364377.0
1329,2021-02-12,PA,22959.0,,2548.0,496.0,286.0,3987,772782.0,
1330,2021-02-12,PR,1907.0,,240.0,45.0,45.0,288,86798.0,415664.0
1331,2021-02-12,RI,2290.0,8689.0,222.0,39.0,20.0,440,,
1332,2021-02-12,SC,7894.0,19205.0,1375.0,310.0,174.0,3870,215306.0,4537684.0
1333,2021-02-12,SD,1831.0,6425.0,84.0,13.0,11.0,209,106057.0,669812.0
1334,2021-02-12,TN,10893.0,17969.0,1332.0,338.0,184.0,2246,718749.0,6572241.0
1335,2021-02-12,TX,40095.0,,8607.0,2582.0,,12502,2204146.0,18605754.0
1336,2021-02-12,UT,1785.0,14103.0,345.0,118.0,,1060,330949.0,2723333.0
1337,2021-02-12,VA,6966.0,22718.0,2117.0,430.0,268.0,3191,,
1338,2021-02-12,VI,25.0,,,,,19,2399.0,
1339,2021-02-12,VT,189.0,,49.0,11.0,,166,10331.0,961542.0
1340,2021-02-12,WA,4633.0,18531.0,678.0,151.0,79.0,1453,,
1341,2021-02-12,WI,6734.0,25197.0,461.0,120.0,,1102,535627.0,
1342,2021-02-12,WV,2200.0,,348.0,80.0,39.0,467,111584.0,2042578.0
1343,2021-02-12,WY,647.0,1311.0,44.0,,,107,51640.0,604578.0
1344,2021-02-11,AK,280.0,1227.0,33.0,,6.0,143,,1577356.0
1345,2021-02-11,AL,9021.0,43906.0,1281.0,,,1503,264621.0,
1346,2021-02-11,AR,5199.0,14255.0,712.0,256.0,117.0,1103,292298.0,2563275.0
1347,2021-02-11,AS,0.0,,,,,0,,2140.0
1348,2021-02-11,AZ,14662.0,55272.0,2507.0,719.0,481.0,1861,,7105696.0
1349,2021-02-11,CA,45456.0,,11045.0,2996.0,,8575,,44923981.0
1350,2021-02-11,CO,5781.0,22655.0,507.0,,,1722,,
1351,2021-02-11,CT,7354.0,,731.0,,,1003,,5864806.0
1352,2021-02-11,DC,973.0,,225.0,57.0,32.0,185,27398.0,
1353,2021-02-11,DE,1262.0,,253.0,24.0,,414,,
1354,2021-02-11,FL,28871.0,76587.0,4906.0,,,8354,,17878252.0
1355,2021-02-11,GA,15513.0,52853.0,3511.0,,,4179,,6765890.0
1356,2021-02-11,GU,130.0,,10.0,4.0,4.0,3,7467.0,111650.0
1357,2021-02-11,HI,424.0,2147.0,49.0,14.0,12.0,91,,
1358,2021-02-11,IA,5196.0,,273.0,64.0,26.0,593,299106.0,2577469.0
1359,2021-02-11,ID,1791.0,6838.0,176.0,37.0,,458,88126.0,1022527.0
1360,2021-02-11,IL,21985.0,,1954.0,448.0,227.0,2838,,16918910.0
1361,2021-02-11,IN,12027.0,41378.0,1226.0,239.0,118.0,1701,,7425081.0
1362,2021-02-11,KS,4303.0,8840.0,377.0,98.0,41.0,0,,2325356.0
1363,2021-02-11,KY,4211.0,17824.0,1142.0,278.0,156.0,1871,45451.0,3725585.0
1364,2021-02-11,LA,9239.0,,1052.0,,151.0,2728,380673.0,5220785.0
1365,2021-02-11,MA,15269.0,18859.0,1313.0,304.0,185.0,2450,453740.0,14631637.0
1366,2021-02-11,MD,7467.0,33508.0,1272.0,324.0,,1199,9554.0,7344008.0
1367,2021-02-11,ME,641.0,1464.0,100.0,22.0,11.0,175,12588.0,1451183.0
1368,2021-02-11,MI,16019.0,,1061.0,266.0,125.0,1507,498495.0,9862459.0
1369,2021-02-11,MN,6343.0,24989.0,320.0,78.0,,898,456849.0,
1370,2021-02-11,MO,7431.0,,1488.0,319.0,200.0,1034,,4294645.0
1371,2021-02-11,MP,2.0,4.0,,,,0,29.0,26131.0
1372,2021-02-11,MS,6390.0,8902.0,690.0,178.0,119.0,911,253140.0,1538094.0
1373,2021-02-11,MT,1320.0,4414.0,111.0,25.0,12.0,247,92497.0,1007629.0
1374,2021-02-11,NC,10294.0,,2185.0,516.0,,4568,,8829215.0
1375,2021-02-11,ND,1460.0,3827.0,39.0,5.0,,139,96127.0,1464863.0
1376,2021-02-11,NE,1990.0,5931.0,230.0,,,374,141236.0,2214571.0
1377,2021-02-11,NH,1117.0,1069.0,138.0,,,365,65349.0,1341481.0
1378,2021-02-11,NJ,22329.0,62108.0,2656.0,519.0,348.0,3656,,9877703.0
1379,2021-02-11,NM,3479.0,12559.0,371.0,,,533,116518.0,2486602.0
1380,2021-02-11,NV,4637.0,,879.0,223.0,147.0,592,,
1381,2021-02-11,NY,36743.0,,7342.0,1402.0,941.0,10099,,
1382,2021-02-11,OH,12577.0,48269.0,1862.0,479.0,321.0,2806,848058.0,9469638.0
1383,2021-02-11,OK,3948.0,23020.0,807.0,240.0,,1677,382342.0,3317797.0
1384,2021-02-11,OR,2044.0,8107.0,241.0,57.0,30.0,543,,3344227.0
1385,2021-02-11,PA,22860.0,,2687.0,538.0,301.0,3978,760471.0,
1386,2021-02-11,PR,1902.0,,261.0,47.0,47.0,142,86310.0,415664.0
1387,2021-02-11,RI,2274.0,8657.0,238.0,45.0,22.0,488,,
1388,2021-02-11,SC,7837.0,19086.0,1391.0,329.0,195.0,3147,213484.0,4500131.0
1389,2021-02-11,SD,1829.0,6411.0,104.0,17.0,6.0,279,105821.0,667167.0
1390,2021-02-11,TN,10812.0,17920.0,1385.0,362.0,199.0,1624,716136.0,6547434.0
1391,2021-02-11,TX,39771.0,,8933.0,2703.0,,11890,2184719.0,18506265.0
1392,2021-02-11,UT,1774.0,14054.0,363.0,128.0,,1242,328315.0,2712198.0
1393,2021-02-11,VA,6958.0,22615.0,2136.0,451.0,289.0,3699,,
1394,2021-02-11,VI,25.0,,,,,20,2396.0,
1395,2021-02-11,VT,188.0,,54.0,10.0,,127,10154.0,951720.0
1396,2021-02-11,WA,4603.0,18516.0,687.0,151.0,61.0,681,,
1397,2021-02-11,WI,6723.0,25142.0,489.0,127.0,,1428,534164.0,
1398,2021-02-11,WV,2187.0,,364.0,82.0,40.0,469,110698.0,2028413.0
1399,2021-02-11,WY,647.0,1309.0,41.0,,,105,51525.0,601103.0
1400,2021-02-10,AK,280.0,1224.0,34.0,,6.0,182,,1568003.0
1401,2021-02-10,AL,8888.0,43685.0,1401.0,,,1401,264621.0,
1402,2021-02-10,AR,5174.0,14211.0,735.0,283.0,138.0,1092,290548.0,2552254.0
1403,2021-02-10,AS,0.0,,,,,0,,2140.0
1404,2021-02-10,AZ,14462.0,55088.0,2589.0,763.0,508.0,1977,,7061776.0
1405,2021-02-10,CA,44995.0,,11516.0,3127.0,,8390,,44770601.0
1406,2021-02-10,CO,5770.0,22616.0,534.0,,,751,,
1407,2021-02-10,CT,7326.0,,770.0,,,888,,5824621.0
1408,2021-02-10,DC,965.0,,226.0,56.0,34.0,67,27238.0,
1409,2021-02-10,DE,1245.0,,252.0,25.0,,251,,
1410,2021-02-10,FL,28691.0,76286.0,5129.0,,,7405,,17789844.0
1411,2021-02-10,GA,15421.0,52543.0,3617.0,,,3490,,6734381.0
1412,2021-02-10,GU,130.0,,10.0,3.0,3.0,10,7460.0,111130.0
1413,2021-02-10,HI,423.0,2139.0,58.0,16.0,17.0,53,,
1414,2021-02-10,IA,5174.0,,292.0,67.0,27.0,721,297805.0,2567481.0
1415,2021-02-10,ID,1780.0,6839.0,178.0,39.0,,437,87505.0,1018052.0
1416,2021-02-10,IL,21869.0,,2082.0,464.0,232.0,2825,,16822385.0
1417,2021-02-10,IN,12001.0,41292.0,1273.0,262.0,138.0,1431,,7367210.0
1418,2021-02-10,KS,4303.0,8840.0,377.0,98.0,41.0,1934,,2325356.0
1419,2021-02-10,KY,4175.0,17715.0,1191.0,336.0,169.0,1911,45297.0,3713640.0
1420,2021-02-10,LA,9212.0,,1076.0,,151.0,333,380673.0,5179882.0
1421,2021-02-10,MA,15207.0,18859.0,1358.0,309.0,183.0,2050,425717.0,14520845.0
1422,2021-02-10,MD,7446.0,33398.0,1282.0,324.0,,1137,9526.0,7304817.0
1423,2021-02-10,ME,641.0,1458.0,112.0,23.0,13.0,253,12582.0,1440543.0
1424,2021-02-10,MI,15939.0,,1175.0,299.0,149.0,1239,498495.0,9813783.0
1425,2021-02-10,MN,6319.0,24924.0,317.0,78.0,,651,456244.0,
1426,2021-02-10,MO,7161.0,,1502.0,323.0,199.0,876,,4276558.0
1427,2021-02-10,MP,2.0,4.0,,,,0,29.0,26131.0
1428,2021-02-10,MS,6367.0,8902.0,743.0,195.0,127.0,784,253140.0,1538094.0
1429,2021-02-10,MT,1320.0,4400.0,108.0,19.0,11.0,307,92248.0,1001074.0
1430,2021-02-10,NC,10181.0,,2291.0,540.0,,3833,,8773463.0
1431,2021-02-10,ND,1459.0,3820.0,34.0,6.0,,39,96026.0,1458589.0
1432,2021-02-10,NE,1986.0,5928.0,240.0,,,462,141239.0,2205128.0
1433,2021-02-10,NH,1116.0,1065.0,142.0,,,329,64989.0,1330432.0
1434,2021-02-10,NJ,22250.0,61952.0,2786.0,533.0,341.0,4370,,9834216.0
1435,2021-02-10,NM,3461.0,12557.0,379.0,,,510,114976.0,2458248.0
1436,2021-02-10,NV,4582.0,,922.0,226.0,139.0,659,,
1437,2021-02-10,NY,36619.0,,7593.0,1423.0,955.0,7101,,
1438,2021-02-10,OH,11856.0,48080.0,1922.0,508.0,330.0,3281,841193.0,9426763.0
1439,2021-02-10,OK,3900.0,22930.0,856.0,270.0,,1660,380167.0,3302040.0
1440,2021-02-10,OR,2031.0,8076.0,243.0,57.0,31.0,513,,3328998.0
1441,2021-02-10,PA,22745.0,,2789.0,569.0,293.0,3378,757050.0,
1442,2021-02-10,PR,1897.0,,251.0,44.0,43.0,92,86332.0,415664.0
1443,2021-02-10,RI,2259.0,8615.0,238.0,42.0,22.0,459,,
1444,2021-02-10,SC,7742.0,18941.0,1439.0,334.0,200.0,2829,211845.0,4479499.0
1445,2021-02-10,SD,1815.0,6397.0,109.0,20.0,12.0,175,105614.0,664127.0
1446,2021-02-10,TN,10731.0,17875.0,1419.0,393.0,214.0,2947,714067.0,6523383.0
1447,2021-02-10,TX,39386.0,,9165.0,2740.0,,12897,2168762.0,18414867.0
1448,2021-02-10,UT,1765.0,14007.0,365.0,131.0,,1299,326237.0,2700294.0
1449,2021-02-10,VA,6932.0,22470.0,2201.0,449.0,286.0,3203,,
1450,2021-02-10,VI,24.0,,,,,12,2393.0,
1451,2021-02-10,VT,187.0,,58.0,10.0,,17,9988.0,942276.0
1452,2021-02-10,WA,4558.0,18530.0,704.0,160.0,62.0,811,,
1453,2021-02-10,WI,6705.0,25090.0,489.0,127.0,,999,532793.0,
1454,2021-02-10,WV,2175.0,,362.0,97.0,47.0,429,109700.0,2015748.0
1455,2021-02-10,WY,647.0,1306.0,45.0,,,44,51419.0,597849.0
1456,2021-02-09,AK,280.0,1223.0,35.0,,6.0,115,,1561249.0
1457,2021-02-09,AL,8579.0,43499.0,1441.0,,,1318,252880.0,
1458,2021-02-09,AR,5148.0,14174.0,775.0,276.0,137.0,1475,288774.0,2542434.0
1459,2021-02-09,AS,0.0,,,,,0,,2140.0
1460,2021-02-09,AZ,14286.0,54967.0,2744.0,797.0,524.0,4381,,7037126.0
1461,2021-02-09,CA,44477.0,,11904.0,3264.0,,8251,,44583304.0
1462,2021-02-09,CO,5746.0,22561.0,538.0,,,934,,
1463,2021-02-09,CT,7298.0,,826.0,,,869,,5799075.0
1464,2021-02-09,DC,961.0,,241.0,58.0,31.0,145,27121.0,
1465,2021-02-09,DE,1221.0,,254.0,27.0,,279,,
1466,2021-02-09,FL,28526.0,76001.0,5307.0,,,6911,,17710691.0
1467,2021-02-09,GA,15301.0,52262.0,3689.0,,,3721,,6711587.0
1468,2021-02-09,GU,130.0,,8.0,3.0,3.0,9,7451.0,110595.0
1469,2021-02-09,HI,418.0,2140.0,63.0,16.0,12.0,31,,
1470,2021-02-09,IA,5145.0,,327.0,67.0,29.0,405,296420.0,2557851.0
1471,2021-02-09,ID,1776.0,6819.0,178.0,39.0,,449,86880.0,1018052.0
1472,2021-02-09,IL,21802.0,,2117.0,497.0,240.0,2082,,16739500.0
1473,2021-02-09,IN,11942.0,41207.0,1265.0,274.0,142.0,1130,,7328824.0
1474,2021-02-09,KS,4197.0,8749.0,319.0,93.0,39.0,0,,2301447.0
1475,2021-02-09,KY,4126.0,17518.0,1204.0,282.0,148.0,2328,45148.0,3698800.0
1476,2021-02-09,LA,9162.0,,1122.0,,151.0,1365,363457.0,5169036.0
1477,2021-02-09,MA,15124.0,18402.0,1401.0,324.0,191.0,1593,425717.0,14420574.0
1478,2021-02-09,MD,7413.0,33288.0,1377.0,326.0,,976,9526.0,7274451.0
1479,2021-02-09,ME,639.0,1450.0,117.0,24.0,13.0,211,12568.0,1431457.0
1480,2021-02-09,MI,15925.0,,1175.0,299.0,149.0,918,498495.0,9779407.0
1481,2021-02-09,MN,6308.0,24863.0,321.0,74.0,,572,455280.0,
1482,2021-02-09,MO,7149.0,,1538.0,327.0,188.0,649,,4265085.0
1483,2021-02-09,MP,2.0,4.0,,,,0,29.0,26131.0
1484,2021-02-09,MS,6342.0,8902.0,743.0,195.0,127.0,656,253140.0,1538094.0
1485,2021-02-09,MT,1315.0,4374.0,102.0,24.0,14.0,374,91784.0,997279.0
1486,2021-02-09,NC,10046.0,,2374.0,558.0,,2786,,8743793.0
1487,2021-02-09,ND,1457.0,3814.0,37.0,7.0,,-9,96014.0,1454618.0
1488,2021-02-09,NE,1978.0,5917.0,257.0,,,344,141108.0,2190059.0
1489,2021-02-09,NH,1109.0,1063.0,159.0,,,419,64639.0,1322008.0
1490,2021-02-09,NJ,22103.0,61797.0,2827.0,544.0,360.0,3576,,9834216.0
1491,2021-02-09,NM,3430.0,12505.0,369.0,,,413,113448.0,2448551.0
1492,2021-02-09,NV,4559.0,,971.0,237.0,151.0,546,,
1493,2021-02-09,NY,36481.0,,7875.0,1412.0,971.0,7866,,
1494,2021-02-09,OH,11793.0,47853.0,1974.0,528.0,340.0,3207,834389.0,9407146.0
1495,2021-02-09,OK,3870.0,22789.0,864.0,256.0,,1070,377678.0,3285081.0
1496,2021-02-09,OR,2024.0,8025.0,244.0,58.0,29.0,297,,3314935.0
1497,2021-02-09,PA,22620.0,,2890.0,574.0,304.0,4088,745376.0,
1498,2021-02-09,PR,1893.0,,249.0,39.0,38.0,241,85365.0,415664.0
1499,2021-02-09,RI,2248.0,8587.0,242.0,44.0,20.0,330,,
1500,2021-02-09,SC,7693.0,18814.0,1465.0,348.0,208.0,1908,209900.0,4460484.0
1501,2021-02-09,SD,1809.0,6387.0,109.0,18.0,13.0,122,105352.0,662596.0
1502,2021-02-09,TN,10631.0,17786.0,1404.0,409.0,220.0,1636,710742.0,6495794.0
1503,2021-02-09,TX,39001.0,,9401.0,2777.0,,13329,2125302.0,18301672.0
1504,2021-02-09,UT,1748.0,13950.0,359.0,124.0,,918,324102.0,2688842.0
1505,2021-02-09,VA,6898.0,22339.0,2248.0,467.0,290.0,3291,,
1506,2021-02-09,VI,24.0,,,,,7,2390.0,
1507,2021-02-09,VT,186.0,,60.0,13.0,,59,9866.0,937330.0
1508,2021-02-09,WA,4451.0,18480.0,719.0,188.0,78.0,3068,,
1509,2021-02-09,WI,6663.0,25021.0,525.0,133.0,,865,531343.0,
1510,2021-02-09,WV,2150.0,,394.0,109.0,50.0,416,108616.0,2006598.0
1511,2021-02-09,WY,647.0,1306.0,32.0,,,46,51386.0,595970.0
1512,2021-02-08,AK,279.0,1219.0,39.0,,9.0,415,,1555532.0
1513,2021-02-08,AL,8523.0,43383.0,1524.0,,,925,252880.0,
1514,2021-02-08,AR,5106.0,14099.0,777.0,274.0,142.0,637,286917.0,2535155.0
1515,2021-02-08,AS,0.0,,,,,0,,2140.0
1516,2021-02-08,AZ,14055.0,54713.0,2853.0,828.0,536.0,2250,,6993662.0
1517,2021-02-08,CA,44150.0,,12085.0,3313.0,,10414,,44323550.0
1518,2021-02-08,CO,5733.0,22329.0,535.0,,,987,,
1519,2021-02-08,CT,7282.0,,815.0,,,4367,,5779840.0
1520,2021-02-08,DC,956.0,,237.0,58.0,30.0,101,26986.0,
1521,2021-02-08,DE,1208.0,,243.0,32.0,,337,,
1522,2021-02-08,FL,28287.0,75648.0,5381.0,,,5599,,17637860.0
1523,2021-02-08,GA,15130.0,51928.0,3715.0,,,2704,,6687452.0
1524,2021-02-08,GU,130.0,,9.0,3.0,3.0,15,7431.0,110187.0
1525,2021-02-08,HI,418.0,2140.0,82.0,22.0,16.0,32,,
1526,2021-02-08,IA,5110.0,,318.0,69.0,35.0,317,294118.0,2551739.0
1527,2021-02-08,ID,1767.0,6793.0,207.0,41.0,,0,86078.0,1014556.0
1528,2021-02-08,IL,21779.0,,2161.0,469.0,251.0,1747,,16683795.0
1529,2021-02-08,IN,11875.0,41109.0,1292.0,285.0,146.0,1033,,7303220.0
1530,2021-02-08,KS,4197.0,8749.0,319.0,93.0,39.0,1398,,2301447.0
1531,2021-02-08,KY,4091.0,17429.0,1163.0,274.0,142.0,1003,44961.0,3694175.0
1532,2021-02-08,LA,9142.0,,1144.0,,149.0,1177,363457.0,5141763.0
1533,2021-02-08,MA,15054.0,18402.0,1387.0,329.0,188.0,1369,425717.0,14368462.0
1534,2021-02-08,MD,7372.0,33187.0,1413.0,318.0,,903,9526.0,7260091.0
1535,2021-02-08,ME,636.0,1445.0,123.0,32.0,13.0,201,12535.0,1428458.0
1536,2021-02-08,MI,15863.0,,1211.0,294.0,163.0,2128,498495.0,9761104.0
1537,2021-02-08,MN,6302.0,24780.0,330.0,80.0,,564,454290.0,
1538,2021-02-08,MO,7143.0,,1587.0,329.0,194.0,447,,4256838.0
1539,2021-02-08,MP,2.0,4.0,,,,0,29.0,26131.0
1540,2021-02-08,MS,6270.0,8777.0,842.0,215.0,120.0,635,238176.0,1501413.0
1541,2021-02-08,MT,1314.0,4356.0,101.0,18.0,10.0,124,91380.0,992938.0
1542,2021-02-08,NC,9991.0,,2339.0,559.0,,3084,,8719552.0
1543,2021-02-08,ND,1454.0,3811.0,40.0,9.0,,29,95991.0,1454095.0
1544,2021-02-08,NE,1968.0,5901.0,250.0,,,104,140902.0,2183665.0
1545,2021-02-08,NH,1106.0,1058.0,179.0,,,120,64148.0,1314658.0
1546,2021-02-08,NJ,22011.0,61597.0,2814.0,540.0,373.0,2561,,9639998.0
1547,2021-02-08,NM,3412.0,12445.0,396.0,,,311,112051.0,2439850.0
1548,2021-02-08,NV,4522.0,,964.0,259.0,147.0,548,,
1549,2021-02-08,NY,36339.0,,7716.0,1454.0,961.0,8448,,
1550,2021-02-08,OH,11695.0,47672.0,2012.0,521.0,351.0,1926,828455.0,9374405.0
1551,2021-02-08,OK,3817.0,22774.0,917.0,283.0,,1040,374950.0,3269963.0
1552,2021-02-08,OR,2023.0,7971.0,263.0,61.0,28.0,381,,3271481.0
1553,2021-02-08,PA,22471.0,,2881.0,565.0,296.0,2504,735763.0,
1554,2021-02-08,PR,1888.0,,263.0,47.0,44.0,322,84983.0,415664.0
1555,2021-02-08,RI,2236.0,8549.0,241.0,42.0,20.0,211,,
1556,2021-02-08,SC,7690.0,18788.0,1517.0,354.0,211.0,2030,208593.0,4440974.0
1557,2021-02-08,SD,1809.0,6377.0,112.0,19.0,12.0,54,105166.0,661963.0
1558,2021-02-08,TN,10566.0,17695.0,1431.0,398.0,208.0,1226,707098.0,6486810.0
1559,2021-02-08,TX,38700.0,,9401.0,2667.0,,7485,2104894.0,18220770.0
1560,2021-02-08,UT,1738.0,13889.0,353.0,112.0,,514,322825.0,2683416.0
1561,2021-02-08,VA,6820.0,22167.0,2285.0,464.0,298.0,1700,,
1562,2021-02-08,VI,24.0,,,,,0,2371.0,
1563,2021-02-08,VT,183.0,,63.0,17.0,,146,9675.0,934293.0
1564,2021-02-08,WA,4449.0,18283.0,737.0,186.0,73.0,0,,
1565,2021-02-08,WI,6614.0,24919.0,572.0,134.0,,609,530216.0,
1566,2021-02-08,WV,2131.0,,375.0,107.0,52.0,398,107418.0,1998557.0
1567,2021-02-08,WY,624.0,1306.0,41.0,,,157,51291.0,704836.0
1568,2021-02-07,AK,279.0,1219.0,44.0,,11.0,0,,1536911.0
1569,2021-02-07,AL,8515.0,43005.0,1513.0,,,1112,252880.0,
1570,2021-02-07,AR,5076.0,14066.0,781.0,270.0,126.0,672,285306.0,2529325.0
1571,2021-02-07,AS,0.0,,,,,0,,2140.0
1572,2021-02-07,AZ,14048.0,54657.0,2910.0,838.0,561.0,1544,,6982148.0
1573,2021-02-07,CA,43942.0,,12476.0,3339.0,,15064,,43994322.0
1574,2021-02-07,CO,5731.0,22306.0,527.0,,,1034,,
1575,2021-02-07,CT,7214.0,,827.0,,,0,,5667649.0
1576,2021-02-07,DC,952.0,,240.0,59.0,30.0,158,26835.0,
1577,2021-02-07,DE,1208.0,,263.0,33.0,,762,,
1578,2021-02-07,FL,28161.0,75515.0,5381.0,,,6468,,17574042.0
1579,2021-02-07,GA,15092.0,51842.0,3740.0,,,3589,,6664276.0
1580,2021-02-07,GU,130.0,,9.0,3.0,2.0,6,7416.0,108981.0
1581,2021-02-07,HI,418.0,2106.0,64.0,17.0,13.0,75,,
1582,2021-02-07,IA,5108.0,,316.0,68.0,32.0,446,293597.0,2547600.0
1583,2021-02-07,ID,1767.0,6793.0,207.0,41.0,,240,86078.0,1014556.0
1584,2021-02-07,IL,21738.0,,2188.0,507.0,245.0,2060,,16636585.0
1585,2021-02-07,IN,11817.0,41034.0,1287.0,290.0,153.0,1724,,7285821.0
1586,2021-02-07,KS,4101.0,8680.0,526.0,129.0,52.0,0,,2282959.0
1587,2021-02-07,KY,4051.0,17411.0,1235.0,290.0,140.0,1528,44945.0,3676301.0
1588,2021-02-07,LA,9119.0,,1166.0,,143.0,1951,363457.0,5119879.0
1589,2021-02-07,MA,14999.0,18402.0,1389.0,318.0,191.0,3107,425717.0,14325516.0
1590,2021-02-07,MD,7349.0,33065.0,1402.0,326.0,,1566,9525.0,7237247.0
1591,2021-02-07,ME,635.0,1442.0,123.0,35.0,17.0,154,12526.0,1422591.0
1592,2021-02-07,MI,15854.0,,1296.0,300.0,155.0,0,498495.0,9708516.0
1593,2021-02-07,MN,6299.0,24745.0,362.0,82.0,,901,453225.0,
1594,2021-02-07,MO,7143.0,,1637.0,348.0,210.0,769,,4249531.0
1595,2021-02-07,MP,2.0,4.0,,,,0,29.0,26131.0
1596,2021-02-07,MS,6269.0,8777.0,842.0,215.0,120.0,900,238176.0,1501413.0
1597,2021-02-07,MT,1314.0,4353.0,101.0,18.0,10.0,73,91162.0,988597.0
1598,2021-02-07,NC,9983.0,,2378.0,584.0,,4674,,8679100.0
1599,2021-02-07,ND,1451.0,3805.0,39.0,9.0,,49,95946.0,1452509.0
1600,2021-02-07,NE,1968.0,5896.0,272.0,,,301,140408.0,2181508.0
1601,2021-02-07,NH,1104.0,1056.0,186.0,,,318,63614.0,1314190.0
1602,2021-02-07,NJ,21989.0,61523.0,2837.0,571.0,373.0,4332,,9639998.0
1603,2021-02-07,NM,3399.0,12408.0,403.0,,,342,111037.0,2430327.0
1604,2021-02-07,NV,4520.0,,983.0,250.0,151.0,651,,
1605,2021-02-07,NY,36224.0,,7649.0,1459.0,979.0,10025,,
1606,2021-02-07,OH,11659.0,47538.0,1978.0,530.0,339.0,2138,824080.0,9347896.0
1607,2021-02-07,OK,3813.0,22751.0,917.0,283.0,,2174,373490.0,3269963.0
1608,2021-02-07,OR,2019.0,7971.0,263.0,61.0,28.0,603,,3271481.0
1609,2021-02-07,PA,22467.0,,2913.0,592.0,329.0,4717,735763.0,
1610,2021-02-07,PR,1883.0,,258.0,37.0,37.0,484,84935.0,415664.0
1611,2021-02-07,RI,2228.0,8468.0,288.0,41.0,20.0,372,,
1612,2021-02-07,SC,7651.0,18756.0,1526.0,359.0,224.0,3392,207101.0,4409685.0
1613,2021-02-07,SD,1809.0,6370.0,113.0,25.0,15.0,97,105104.0,660930.0
1614,2021-02-07,TN,10469.0,17656.0,1439.0,405.0,211.0,2387,705492.0,6475194.0
1615,2021-02-07,TX,38643.0,,9652.0,2843.0,,6959,2091113.0,18072290.0
1616,2021-02-07,UT,1736.0,13862.0,391.0,120.0,,908,321756.0,2677079.0
1617,2021-02-07,VA,6778.0,22102.0,2303.0,456.0,301.0,2949,,
1618,2021-02-07,VI,24.0,,,,,17,2371.0,
1619,2021-02-07,VT,183.0,,67.0,20.0,,134,9528.0,930501.0
