,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at
11784,01/26/2020,IL,1,0,0,0,03/26/2020 04:22:39 PM
11785,03/18/2021,VT,16004,142,213,0,03/20/2021 12:00:00 AM
11786,07/12/2020,NE,21172,174,285,0,07/14/2020 12:00:00 AM
11787,02/03/2021,KY,380662,2296,6175,31,02/05/2021 12:00:00 AM
11788,06/23/2021,MT,113403,62,1657,2,06/24/2021 03:16:23 PM
11789,04/17/2021,NV,310467,232,5366,1,04/18/2021 01:41:35 PM
11790,05/29/2021,CT,347396,55,8238,0,05/30/2021 01:32:12 PM
11791,11/01/2020,ID,65088,480,630,1,11/02/2020 02:53:09 PM
11792,11/28/2020,CA,1272954,9168,20410,108,11/28/2020 12:00:00 AM
11793,05/09/2020,NV,6028,144,306,5,05/10/2020 09:26:08 PM
11794,03/03/2021,KY,415462,963,6685,4,03/05/2021 12:00:00 AM
11795,03/18/2021,GU,7780,0,134,0,03/19/2021 02:25:43 PM
11796,02/16/2021,MT,97666,127,1331,3,02/17/2021 02:51:58 PM
11797,08/09/2020,ID,24671,176,237,2,08/10/2020 02:23:35 PM
11798,11/29/2020,VI,1544,6,23,0,11/30/2020 02:51:40 PM
11799,12/03/2020,NV,159532,2536,2249,48,12/04/2020 03:00:59 PM
11800,01/26/2020,DE,0,0,0,0,03/26/2020 04:22:39 PM
11801,06/07/2020,IN,37397,400,2391,23,06/07/2020 12:00:00 AM
11802,08/04/2020,NE,27178,222,332,0,08/06/2020 12:00:00 AM
11803,02/06/2020,ME,0,0,0,0,03/26/2020 04:22:39 PM
11804,03/31/2021,MI,798629,6931,17321,39,04/01/2021 12:00:00 AM
11805,03/14/2021,MS,301604,158,7092,0,03/16/2021 12:00:00 AM
11806,07/04/2020,ID,7370,376,93,-20,07/05/2020 03:00:14 PM
11807,03/08/2020,WI,1,0,0,0,03/26/2020 04:22:39 PM
11808,09/09/2020,AL,149486,1134,3583,28,09/10/2020 04:00:00 PM
11809,07/15/2020,MO,39605,1196,1209,8,07/17/2020 12:00:00 AM
11810,10/26/2020,IN,164581,1974,4461,30,10/26/2020 12:00:00 AM
11811,07/05/2020,NV,22646,843,557,4,07/06/2020 03:16:12 PM
11812,03/02/2020,CA,1046,40,154,0,03/02/2020 12:00:00 AM
11813,12/06/2020,MO,360416,1776,5473,49,12/08/2020 12:00:00 AM
11814,04/29/2021,KY,447840,645,7030,5,05/01/2021 12:00:00 AM
11815,07/24/2020,VI,352,10,7,0,07/25/2020 05:40:06 PM
11816,09/27/2020,NC,209702,816,3726,26,09/27/2020 12:00:00 AM
11817,07/19/2020,MI,149987,696,6448,3,07/20/2020 12:00:00 AM
11818,08/16/2020,MD,100715,503,3759,3,08/18/2020 12:00:00 AM
11819,10/05/2020,VT,1665,32,57,0,10/07/2020 12:00:00 AM
11820,02/24/2020,VT,0,0,0,0,03/26/2020 04:22:39 PM
11821,02/19/2021,IN,654058,1047,12581,25,02/19/2021 12:00:00 AM
11822,01/05/2021,ND,93832,592,1334,22,01/06/2021 02:58:26 PM
11823,09/03/2020,GU,1619,59,13,0,09/04/2020 01:36:16 PM
11824,06/23/2021,DE,109599,22,1693,2,06/24/2021 03:16:23 PM
11825,08/13/2020,MD,98875,715,3742,10,08/15/2020 12:00:00 AM
11826,08/06/2020,MI,174482,1353,6592,5,08/07/2020 12:00:00 AM
11827,05/04/2020,NE,6083,424,78,0,05/06/2020 12:00:00 AM
11828,03/09/2021,ME,46254,195,723,0,03/10/2021 02:58:31 PM
11829,04/14/2020,MD,10032,560,424,37,04/16/2020 12:00:00 AM
11830,07/30/2020,IL,178138,1772,7670,16,07/31/2020 02:35:06 PM
11831,07/01/2020,ND,3615,39,80,1,07/02/2020 03:10:03 PM
11832,07/30/2020,MD,88346,1169,3607,11,08/01/2020 12:00:00 AM
11833,11/23/2020,MD,185464,1667,4662,33,11/25/2020 12:00:00 AM
11834,11/04/2020,WY,15044,425,105,12,11/05/2020 02:39:23 PM
11835,06/23/2021,IN,752108,282,13824,5,06/23/2021 12:00:00 AM
11836,05/01/2020,CT,28764,1064,2339,82,05/02/2020 03:47:19 PM
11837,08/08/2020,WY,3013,13,28,0,08/09/2020 02:03:10 PM
11838,05/07/2020,VT,837,4,52,0,05/09/2020 12:00:00 AM
11839,07/09/2020,MS,40916,1180,1630,28,07/11/2020 12:00:00 AM
11840,09/13/2020,VT,1545,7,57,0,09/15/2020 12:00:00 AM
11841,04/25/2020,CA,52990,1831,1961,89,07/06/2021 12:42:32 PM
11842,08/28/2020,CA,723010,4621,14288,98,08/28/2020 12:00:00 AM
11843,07/21/2020,MI,153241,1530,6462,6,07/22/2020 12:00:00 AM
11844,07/07/2020,KY,19666,529,730,6,07/09/2020 12:00:00 AM
11845,04/04/2021,NV,305176,260,5274,0,04/05/2021 01:43:02 PM
11846,07/24/2020,CT,48776,544,4413,3,07/25/2020 05:40:06 PM
11847,03/08/2020,VI,0,0,0,0,03/26/2020 04:22:39 PM
11848,04/08/2020,ID,1232,22,18,3,04/07/2020 04:22:39 PM
11849,05/03/2021,ME,62509,417,790,-1,05/04/2021 02:00:10 PM
11850,05/29/2021,VT,22634,10,248,0,05/31/2021 12:00:00 AM
11851,07/11/2020,NE,20998,221,285,-1,07/13/2020 12:00:00 AM
11852,07/24/2020,KY,30405,824,847,10,07/26/2020 12:00:00 AM
11853,01/31/2021,NH,65695,333,1057,15,02/01/2021 02:50:29 PM
11854,01/05/2021,VI,2080,25,24,0,01/06/2021 02:58:26 PM
11855,11/01/2020,MS,123231,472,3696,11,11/03/2020 12:00:00 AM
11856,01/03/2021,NC,593852,6822,8157,83,01/03/2021 12:00:00 AM
11857,06/03/2021,WY,60549,102,720,0,06/04/2021 02:56:57 PM
11858,08/19/2020,WY,3430,67,34,0,08/20/2020 03:11:45 PM
11859,04/05/2020,DE,786,71,14,0,04/07/2020 12:00:00 AM
11860,03/30/2020,ME,303,50,5,2,03/29/2020 04:22:39 PM
11861,05/02/2021,MS,312780,92,7229,0,05/04/2021 12:00:00 AM
11862,05/04/2021,DE,106030,189,1626,0,05/06/2021 12:00:00 AM
11863,04/19/2021,NC,952301,1082,12832,10,04/19/2021 12:00:00 AM
11864,01/12/2021,CA,2898087,18862,40029,663,01/12/2021 12:00:00 AM
11865,03/26/2020,GU,47,9,1,0,03/26/2020 04:22:39 PM
11866,09/01/2020,NH,7297,22,432,0,09/02/2020 01:49:48 PM
11867,04/29/2021,NC,970718,1823,12948,9,04/29/2021 12:00:00 AM
11868,06/24/2020,KY,15560,321,646,6,06/26/2020 12:00:00 AM
11869,03/18/2021,ID,176802,341,1938,3,03/19/2021 02:25:43 PM
11870,04/17/2021,AL,533464,274,11000,7,04/18/2021 04:00:00 PM
11871,04/18/2021,NC,951219,1161,12822,13,04/18/2021 12:00:00 AM
11872,03/12/2020,IL,32,5,0,0,03/26/2020 04:22:39 PM
11873,01/17/2021,NC,707694,3954,9564,100,01/17/2021 12:00:00 AM
11874,10/01/2020,ND,22694,476,264,8,10/02/2020 01:40:08 PM
11875,12/22/2020,ND,90723,270,1243,5,12/23/2020 02:36:58 PM
11876,01/01/2021,VT,7129,163,147,2,01/03/2021 12:00:00 AM
11877,05/06/2020,MI,61201,1481,4920,57,05/07/2020 12:00:00 AM
11878,01/11/2021,NE,176797,644,1772,12,01/13/2021 12:00:00 AM
11879,02/16/2020,NH,0,0,0,0,03/26/2020 04:22:39 PM
11880,05/07/2020,KY,6417,186,338,11,05/09/2020 12:00:00 AM
11881,10/19/2020,NE,58822,749,554,6,10/21/2020 12:00:00 AM
11882,01/07/2021,MT,84750,690,1038,23,01/08/2021 03:56:01 PM
11883,06/17/2021,MO,609363,917,9228,1,06/18/2021 01:48:26 PM
11884,01/16/2021,WY,49068,159,522,0,01/17/2021 03:43:14 PM
11885,02/10/2020,IN,0,0,0,0,03/26/2020 04:22:39 PM
11886,05/23/2021,WA,429045,597,5702,0,05/25/2021 12:00:00 AM
11887,04/21/2021,WA,390092,1487,5422,15,04/23/2021 12:00:00 AM
11888,01/30/2021,NC,780674,4951,10793,87,01/30/2021 12:00:00 AM
11889,05/11/2020,ME,1462,5,65,1,05/12/2020 05:26:08 PM
11890,05/19/2020,NH,3721,69,182,10,05/20/2020 03:28:26 PM
11891,03/27/2020,MO,1611,282,15,1,03/29/2020 12:00:00 AM
11892,03/12/2020,MS,158,36,13,2,03/14/2020 12:00:00 AM
11893,12/13/2020,MI,538876,2304,11891,128,12/14/2020 12:00:00 AM
11894,07/17/2020,ND,4907,115,90,1,07/18/2020 04:14:26 PM
11895,06/18/2020,VT,1045,5,55,0,06/20/2020 12:00:00 AM
11896,09/25/2020,NV,77855,483,1615,4,09/26/2020 01:46:07 PM
11897,01/13/2021,AL,439604,3288,8200,84,01/14/2021 02:00:00 PM
11898,06/11/2021,NH,99068,28,1360,0,06/12/2021 02:13:34 PM
11899,06/20/2020,MD,64306,350,3174,21,06/22/2020 12:00:00 AM
11900,06/08/2020,ND,2880,19,72,0,06/09/2020 04:49:08 PM
11901,02/17/2020,VI,0,0,0,0,03/26/2020 04:22:39 PM
11902,07/28/2020,NE,25157,268,321,4,07/30/2020 12:00:00 AM
11903,04/14/2020,MS,4578,215,330,20,04/16/2020 12:00:00 AM
11904,09/21/2020,VI,1276,7,19,0,09/22/2020 01:51:57 PM
11905,03/20/2021,NE,206376,432,2135,2,03/22/2021 12:00:00 AM
11906,06/11/2021,WA,443454,639,5815,12,06/12/2021 02:13:34 PM
11907,01/06/2021,ND,94156,324,1341,7,01/07/2021 02:56:59 PM
11908,08/18/2020,KY,45978,692,1051,10,08/20/2020 12:00:00 AM
11909,02/03/2020,IL,2,0,0,0,03/26/2020 04:22:39 PM
11910,12/30/2020,VT,6828,63,143,1,01/01/2021 12:00:00 AM
11911,08/19/2020,CT,51314,59,4457,1,08/20/2020 03:11:45 PM
11912,01/22/2020,AL,33,33,0,0,01/23/2020 02:00:00 PM
11913,08/05/2020,CT,50225,115,4437,0,08/06/2020 02:12:27 PM
11914,07/27/2020,WY,2520,45,25,0,07/28/2020 02:21:07 PM
11915,04/17/2021,MI,904307,3609,18231,62,04/18/2021 12:00:00 AM
11916,12/29/2020,DE,57338,417,898,0,12/31/2020 12:00:00 AM
11917,06/09/2020,VI,71,0,6,0,06/10/2020 08:56:25 PM
11918,01/30/2020,CT,0,0,0,0,03/26/2020 04:22:39 PM
11919,10/15/2020,DE,22874,164,661,1,10/17/2020 12:00:00 AM
11920,07/01/2021,WI,677740,118,8134,6,07/02/2021 01:55:07 PM
11921,09/12/2020,WY,4297,33,42,0,09/13/2020 04:17:15 PM
11922,01/16/2021,IL,1064667,5343,20020,147,01/17/2021 03:43:14 PM
11923,01/28/2020,MI,0,0,0,0,03/26/2020 04:22:39 PM
11924,09/05/2020,NE,35805,144,404,0,09/07/2020 12:00:00 AM
11925,07/05/2021,MT,113873,0,1666,0,07/06/2021 01:52:24 PM
11926,07/19/2020,NV,35977,1288,673,1,07/20/2020 02:35:44 PM
11927,11/12/2020,CT,85899,1158,4726,10,11/13/2020 02:54:34 PM
11928,08/13/2020,NH,6921,34,422,2,08/14/2020 02:30:03 PM
11929,06/26/2020,WA,30861,494,1304,4,06/28/2020 12:00:00 AM
11930,04/03/2020,ID,1013,122,10,1,04/03/2020 04:22:39 PM
11931,05/19/2020,WY,776,10,10,0,05/20/2020 03:28:26 PM
11932,09/11/2020,NE,37841,468,434,4,09/13/2020 12:00:00 AM
11933,05/25/2020,VT,882,6,54,1,05/27/2020 12:00:00 AM
11934,01/01/2021,VI,2036,0,23,0,01/02/2021 02:50:51 PM
11935,11/30/2020,MI,482146,7152,10183,128,12/01/2020 12:00:00 AM
11936,03/19/2021,GU,7780,0,134,0,03/20/2021 02:03:21 PM
11937,01/14/2021,WI,561160,3140,5728,49,01/15/2021 02:46:04 PM
11938,09/14/2020,VT,1556,11,57,0,09/16/2020 12:00:00 AM
11939,04/27/2021,WA,398354,1068,5462,12,04/29/2021 12:00:00 AM
11940,02/04/2020,KY,0,0,0,0,03/26/2020 04:22:39 PM
11941,04/06/2020,CA,25469,1120,618,38,04/06/2020 12:00:00 AM
11942,05/02/2020,AL,10384,137,415,12,05/03/2020 04:00:00 PM
11943,08/08/2020,CT,50320,0,4441,0,08/09/2020 02:03:10 PM
11944,03/03/2021,NV,294684,395,4987,20,03/04/2021 03:08:33 PM
11945,10/05/2020,NE,48260,452,503,2,10/07/2020 12:00:00 AM
11946,05/15/2021,NV,320719,180,5530,0,05/16/2021 01:46:12 PM
11947,05/18/2021,MI,986615,1202,20197,46,05/19/2021 12:00:00 AM
11948,06/18/2020,CT,45440,11,4226,7,06/19/2020 03:01:11 PM
11949,05/29/2020,KY,10239,163,501,9,05/31/2020 12:00:00 AM
11950,04/24/2021,CT,335488,722,8047,0,04/25/2021 01:42:01 PM
11951,05/29/2020,MS,16989,348,1001,13,05/31/2020 12:00:00 AM
11952,05/10/2021,CA,3664493,1021,62483,17,05/10/2021 12:00:00 AM
11953,02/06/2020,GU,0,0,0,0,03/26/2020 04:22:39 PM
11954,03/25/2020,VT,112,26,9,2,03/27/2020 12:00:00 AM
11955,07/25/2020,NC,118797,2005,1941,22,07/25/2020 12:00:00 AM
11956,04/08/2021,MS,307572,239,7179,0,04/10/2021 12:00:00 AM
11957,01/04/2021,ND,93240,0,1312,0,01/05/2021 03:00:42 PM
11958,03/05/2021,ND,100278,0,1448,0,03/05/2021 12:16:41 PM
11959,03/10/2020,VT,1,0,0,0,03/12/2020 12:00:00 AM
11960,04/10/2020,NV,2584,128,102,17,04/09/2020 04:22:39 PM
11961,06/20/2020,NH,5518,68,339,8,06/21/2020 02:32:57 PM
11962,04/17/2020,ND,439,46,9,0,04/17/2020 04:22:39 PM
11963,02/22/2021,NE,199436,261,2050,3,02/24/2021 12:00:00 AM
11964,05/30/2021,MI,994410,427,20591,30,05/31/2021 12:00:00 AM
11965,03/02/2020,WY,0,0,0,0,03/26/2020 04:22:39 PM
11966,10/11/2020,NE,52383,1238,519,0,10/13/2020 12:00:00 AM
11967,06/02/2021,MS,318048,147,7324,5,06/03/2021 03:22:54 PM
11968,02/23/2021,ND,99531,115,1440,1,02/24/2021 02:56:12 PM
11969,12/28/2020,MT,79999,219,927,3,12/29/2020 02:56:32 PM
11970,01/23/2020,VT,0,0,0,0,03/26/2020 04:22:39 PM
11971,02/21/2020,DE,0,0,0,0,03/26/2020 04:22:39 PM
11972,10/26/2020,MD,141741,897,4239,4,10/28/2020 12:00:00 AM
11973,05/08/2021,DE,106775,205,1636,7,05/10/2021 12:00:00 AM
11974,06/01/2021,KY,460094,92,7153,1,06/03/2021 12:00:00 AM
11975,05/04/2021,NE,220852,247,2245,0,05/06/2021 12:00:00 AM
11976,04/26/2020,MI,48937,658,4096,107,06/30/2021 01:24:18 PM
11977,08/27/2020,IN,90504,1145,3419,14,08/27/2020 12:00:00 AM
11978,01/23/2021,MT,91410,361,1141,37,01/24/2021 02:36:49 PM
11979,05/28/2021,NV,323748,267,5586,8,05/29/2021 01:33:02 PM
11980,06/13/2021,DE,109358,36,1679,0,06/14/2021 03:07:59 PM
11981,06/29/2021,NV,333154,625,5678,8,06/30/2021 02:11:39 PM
11982,10/02/2020,MD,126819,597,4081,9,10/04/2020 12:00:00 AM
11983,03/28/2021,CA,3582676,2246,61200,56,03/28/2021 12:00:00 AM
11984,10/24/2020,VI,1348,2,21,0,10/25/2020 01:45:35 PM
11985,06/17/2020,NC,50786,1583,1256,9,06/17/2020 12:00:00 AM
11986,10/14/2020,AL,181187,1132,4243,18,10/15/2020 04:00:00 PM
11987,12/31/2020,IL,963389,8009,17978,167,01/01/2021 02:49:07 PM
11988,07/19/2020,WI,45948,849,851,1,07/20/2020 02:35:44 PM
11989,04/22/2021,CT,333732,737,8039,12,04/23/2021 01:57:50 PM
11990,06/29/2021,NC,1013684,296,13437,2,06/29/2021 12:00:00 AM
11991,02/05/2021,CA,3386776,11461,52878,383,02/05/2021 12:00:00 AM
11992,05/30/2021,VI,3454,4,27,0,05/31/2021 01:43:43 PM
11993,07/02/2020,MS,34401,714,1450,20,07/04/2020 12:00:00 AM
11994,06/20/2020,WY,1179,6,20,0,06/21/2020 02:32:57 PM
11995,02/02/2021,MS,279909,1057,6711,13,02/04/2021 12:00:00 AM
11996,06/25/2021,GU,8333,5,139,0,06/26/2021 02:17:39 PM
11997,05/30/2020,ID,2839,36,82,0,05/31/2020 02:43:17 PM
11998,04/24/2021,WI,656061,651,7474,22,04/25/2021 01:42:01 PM
11999,10/05/2020,CA,848615,2652,17114,51,10/05/2020 12:00:00 AM
12000,07/16/2020,NC,102273,2266,1723,16,07/16/2020 12:00:00 AM
12001,12/02/2020,IL,748603,9757,13397,266,12/03/2020 03:21:08 PM
12002,05/20/2020,VI,69,0,6,0,05/21/2020 03:41:38 PM
12003,04/22/2020,WI,4845,225,246,4,04/22/2020 04:22:39 PM
12004,07/20/2020,AL,84855,2709,1858,30,07/21/2020 04:00:00 PM
12005,09/11/2020,IL,259883,2312,8505,44,09/12/2020 02:12:43 PM
12006,01/15/2021,VT,9058,136,164,0,01/17/2021 12:00:00 AM
12007,02/05/2020,ID,0,0,0,0,03/26/2020 04:22:39 PM
12008,03/15/2021,WY,55327,164,691,0,03/16/2021 02:12:32 PM
12009,09/17/2020,AL,156508,834,3772,19,09/18/2020 04:00:00 PM
12010,11/17/2020,CT,94986,1702,4771,12,11/18/2020 02:57:46 PM
12011,06/18/2021,ME,68776,23,854,0,06/18/2021 01:48:26 PM
12012,04/08/2021,NE,213704,789,2219,36,04/10/2021 12:00:00 AM
12013,11/23/2020,NH,18042,444,512,0,11/24/2020 03:27:55 PM
12014,02/20/2021,WI,611789,815,6871,19,02/21/2021 02:57:50 PM
12015,08/21/2020,WA,70200,518,1850,13,08/23/2020 12:00:00 AM
12016,01/02/2021,IN,523327,5329,9768,105,01/02/2021 12:00:00 AM
12017,08/23/2020,NH,7107,15,429,0,08/24/2020 01:54:34 PM
12018,11/21/2020,GU,6452,0,103,0,11/22/2020 03:02:23 PM
12019,12/23/2020,CA,2116043,48406,27513,489,12/23/2020 12:00:00 AM
12020,09/25/2020,IN,115407,1171,3751,15,09/25/2020 12:00:00 AM
12021,11/20/2020,ME,10123,165,174,1,11/21/2020 02:59:41 PM
12022,12/24/2020,NE,160464,696,1568,7,12/26/2020 12:00:00 AM
12023,04/02/2020,IL,7695,715,157,16,04/01/2020 04:22:39 PM
12024,06/06/2021,MO,602344,163,9141,1,06/07/2021 02:36:26 PM
12025,04/02/2021,KY,433211,456,6893,2,04/04/2021 12:00:00 AM
12026,12/11/2020,WY,38785,562,321,22,12/12/2020 02:59:37 PM
12027,08/28/2020,IN,91313,809,3430,11,08/28/2020 12:00:00 AM
12028,01/02/2021,AL,395960,3414,7322,78,01/03/2021 02:00:00 PM
12029,06/09/2021,KY,461826,224,7180,1,06/11/2021 12:00:00 AM
12030,08/09/2020,IN,74328,1041,3167,15,08/09/2020 12:00:00 AM
12031,02/15/2020,ID,0,0,0,0,03/26/2020 04:22:39 PM
12032,03/31/2020,CA,17378,821,359,25,03/31/2020 12:00:00 AM
12033,09/25/2020,AL,163062,867,3890,8,09/26/2020 04:00:00 PM
12034,11/06/2020,WY,16405,996,105,0,11/07/2020 02:45:17 PM
12035,02/05/2021,MO,534524,1264,8226,18,02/07/2021 12:00:00 AM
12036,10/28/2020,AL,198586,1484,4508,20,10/29/2020 04:00:00 PM
12037,03/03/2020,MS,0,0,0,0,03/26/2020 04:22:39 PM
12038,06/20/2020,NV,13160,645,507,8,06/21/2020 02:32:57 PM
12039,06/14/2020,WI,25295,264,698,1,06/15/2020 02:33:03 PM
12040,07/18/2020,KY,26279,962,799,6,07/20/2020 12:00:00 AM
12041,08/19/2020,VT,1399,2,57,0,08/21/2020 12:00:00 AM
12042,03/29/2021,ND,102880,241,1466,0,03/30/2021 02:06:13 PM
12043,03/20/2020,WA,1428,140,83,9,03/22/2020 12:00:00 AM
12044,06/07/2020,NC,38333,482,1112,17,06/07/2020 12:00:00 AM
12045,10/18/2020,AL,185024,809,4325,22,10/19/2020 04:00:00 PM
12046,05/15/2021,NE,222445,55,2257,-29,05/17/2021 12:00:00 AM
12047,02/01/2021,NH,66058,363,1059,2,02/02/2021 02:51:51 PM
12048,04/03/2020,AL,3872,217,67,8,04/04/2020 04:00:00 PM
12049,03/22/2020,WY,24,0,0,0,03/26/2020 04:22:39 PM
12050,01/28/2021,MD,350629,1880,7502,34,01/30/2021 12:00:00 AM
12051,03/17/2021,MO,560975,549,8700,9,03/19/2021 12:00:00 AM
12052,04/10/2020,IN,6907,556,345,43,04/10/2020 12:00:00 AM
12053,06/11/2021,ME,68540,53,845,0,06/12/2021 02:13:34 PM
12054,05/06/2021,NV,317482,394,5490,3,05/07/2021 01:36:40 PM
12055,04/15/2020,ND,365,24,9,0,04/15/2020 04:22:39 PM
12056,06/27/2021,CA,3710111,1036,63132,1,06/27/2021 12:00:00 AM
12057,03/01/2021,IN,663151,553,12783,17,03/01/2021 12:00:00 AM
12058,02/11/2021,ME,42259,201,643,2,02/12/2021 02:56:38 PM
12059,04/08/2020,KY,1809,135,85,8,04/10/2020 12:00:00 AM
12060,05/18/2021,MT,110861,138,1602,4,05/19/2021 02:37:49 PM
12061,11/04/2020,IL,443815,7538,10216,55,11/05/2020 02:39:23 PM
12062,05/05/2020,NH,2636,48,92,6,05/06/2020 04:23:08 PM
12063,08/06/2020,AL,112496,1546,2550,47,08/07/2020 04:00:00 PM
12064,02/18/2021,KY,402928,1515,6531,12,02/20/2021 12:00:00 AM
12065,04/06/2020,CT,6906,1231,206,17,04/05/2020 04:22:39 PM
12066,01/15/2021,AL,445880,3052,8369,73,01/16/2021 02:00:00 PM
12067,05/20/2021,MS,316272,105,7279,1,05/21/2021 02:08:46 PM
12068,07/14/2020,NV,29832,1088,636,19,07/15/2020 03:05:12 PM
12069,09/12/2020,NC,190336,1347,3312,28,09/12/2020 12:00:00 AM
12070,02/22/2021,GU,7727,0,130,0,02/23/2021 02:51:13 PM
12071,01/25/2020,NV,0,0,0,0,03/26/2020 04:22:39 PM
12072,06/12/2021,NE,223828,18,2256,0,06/13/2021 01:40:53 PM
12073,06/04/2021,ID,192795,165,2101,0,06/05/2021 01:49:07 PM
12074,03/12/2020,CA,2685,352,160,0,03/12/2020 12:00:00 AM
12075,04/19/2020,DE,2842,202,72,5,04/21/2020 12:00:00 AM
12076,03/26/2020,DE,177,23,2,2,03/28/2020 12:00:00 AM
12077,02/23/2020,ME,0,0,0,0,03/26/2020 04:22:39 PM
12078,04/14/2020,CT,13989,608,608,6,04/13/2020 04:22:39 PM
12079,10/07/2020,WY,6899,129,53,0,10/08/2020 01:56:57 PM
12080,10/06/2020,VI,1321,-1,20,0,10/07/2020 01:45:01 PM
12081,10/13/2020,NC,239200,2984,4138,23,10/13/2020 12:00:00 AM
12082,05/29/2020,NH,4492,106,238,6,05/30/2020 03:47:59 PM
12083,08/06/2020,MD,93806,801,3674,10,08/08/2020 12:00:00 AM
12084,09/12/2020,VT,1538,9,57,0,09/14/2020 12:00:00 AM
12085,02/08/2020,ID,0,0,0,0,03/26/2020 04:22:39 PM
12086,06/19/2020,NC,54264,1768,1285,16,06/19/2020 12:00:00 AM
12087,08/12/2020,KY,42207,875,994,11,08/14/2020 12:00:00 AM
12088,07/21/2020,MD,80172,627,3519,10,07/23/2020 12:00:00 AM
12089,06/23/2021,KY,464033,101,7196,0,06/24/2021 03:16:23 PM
12090,01/20/2021,MD,334519,2166,7159,46,01/22/2021 12:00:00 AM
12091,09/13/2020,MS,92738,268,3054,8,09/15/2020 12:00:00 AM
12092,08/02/2020,MT,4193,112,61,0,08/03/2020 02:31:01 PM
12093,08/17/2020,DE,16585,55,593,0,08/19/2020 12:00:00 AM
12094,04/26/2020,GU,142,1,5,0,05/25/2020 03:38:40 PM
12095,05/20/2021,AL,544599,255,11228,8,05/21/2021 04:00:00 PM
12096,10/26/2020,KY,103552,1885,1960,19,10/28/2020 12:00:00 AM
12097,07/19/2020,IN,56571,917,2938,10,07/19/2020 12:00:00 AM
12098,10/18/2020,WI,175227,0,1588,0,10/19/2020 02:06:44 PM
12099,05/03/2021,WI,662069,384,7567,0,05/04/2021 02:00:10 PM
12100,08/25/2020,WA,72181,347,1876,9,08/27/2020 12:00:00 AM
12101,05/22/2021,MT,111168,7,1603,-1,05/23/2021 01:37:59 PM
12102,10/13/2020,ME,5816,36,143,0,10/14/2020 01:28:39 PM
12103,01/09/2021,WY,46719,72,489,0,01/10/2021 04:10:55 PM
12104,08/27/2020,NC,168489,1835,2861,22,08/27/2020 12:00:00 AM
12105,05/09/2020,ME,1434,60,64,1,05/10/2020 09:26:08 PM
12106,02/15/2020,DE,0,0,0,0,03/26/2020 04:22:39 PM
12107,12/28/2020,ID,137010,795,1377,23,12/29/2020 02:56:32 PM
12108,02/19/2021,AL,507023,778,10284,35,02/20/2021 02:00:00 PM
12109,07/05/2020,ID,7733,363,93,0,07/06/2020 03:16:12 PM
12110,03/25/2021,NE,207797,728,2175,10,03/27/2021 12:00:00 AM
12111,11/12/2020,AL,223834,2365,4843,32,11/13/2020 02:00:00 PM
12112,05/19/2020,IN,28705,450,1905,31,05/19/2020 12:00:00 AM
12113,10/26/2020,IL,383698,4729,9792,17,10/27/2020 01:47:53 PM
12114,02/16/2021,MI,674082,1153,16397,24,02/17/2021 12:00:00 AM
12115,12/30/2020,MD,276662,2973,6242,49,01/01/2021 12:00:00 AM
12116,03/12/2021,NC,886647,1637,12400,10,03/12/2021 12:00:00 AM
12117,08/19/2020,IL,213221,2295,8017,24,08/20/2020 03:11:45 PM
12118,03/10/2021,ND,100726,111,1454,2,03/11/2021 12:48:39 PM
12119,01/22/2020,MI,0,0,0,0,03/26/2020 04:22:39 PM
12120,06/20/2021,IL,1389190,251,25566,0,06/20/2021 12:00:00 AM
12121,03/07/2021,NH,76861,166,1184,3,03/08/2021 02:47:36 PM
12122,01/22/2020,MD,0,0,0,0,03/26/2020 04:22:39 PM
12123,08/15/2020,ME,4168,24,127,0,08/16/2020 02:57:14 PM
12124,03/18/2020,IN,39,9,0,0,03/18/2020 12:00:00 AM
12125,05/18/2020,IL,96485,2294,4234,57,05/19/2020 03:45:23 PM
12126,06/28/2020,IN,44930,355,2719,13,06/28/2020 12:00:00 AM
12127,11/24/2020,MT,57504,1123,630,16,11/25/2020 02:53:15 PM
12128,01/30/2021,MS,277011,777,6657,10,02/01/2021 12:00:00 AM
12129,10/28/2020,MD,143387,962,4258,13,10/30/2020 12:00:00 AM
12130,06/27/2020,MO,23362,360,1088,7,06/29/2020 12:00:00 AM
12131,04/06/2020,NC,3390,86,59,9,04/06/2020 12:00:00 AM
12132,09/06/2020,NH,7447,23,433,1,09/07/2020 01:37:36 PM
12133,09/07/2020,IL,252889,1381,8398,8,09/08/2020 02:47:00 PM
12134,12/06/2020,ND,83342,361,1022,9,12/07/2020 02:38:33 PM
12135,03/31/2021,VT,17968,176,223,1,04/02/2021 12:00:00 AM
12136,05/16/2021,MI,983941,896,20108,46,05/17/2021 12:00:00 AM
12137,01/29/2021,MI,651186,1308,15744,52,01/30/2021 12:00:00 AM
12138,06/30/2020,ID,6117,365,92,1,07/01/2020 03:45:16 PM
12139,08/02/2020,CT,49810,0,4432,0,08/03/2020 02:31:01 PM
12140,07/25/2020,GU,337,0,5,0,07/26/2020 03:17:16 PM
12141,11/16/2020,NH,15029,358,500,1,11/17/2020 02:52:47 PM
12142,04/13/2021,DE,100156,371,1587,6,04/15/2021 12:00:00 AM
12143,04/30/2020,MO,8700,263,478,16,05/02/2020 12:00:00 AM
12144,04/28/2021,ID,187269,255,2045,5,04/29/2021 01:47:03 PM
